3,1197,5.0,1.09
3,1210,3.0,1.15
3,1235,4.0,1.14
3,1271,3.0,1.05
3,1378,4.0,1.18
3,1580,3.5,1.15
3,1721,4.5,1.08
3,1884,4.0,1.02
3,2028,4.0,1.17
3,2318,4.0,1.08
3,2513,3.0,1.1
3,2694,3.0,1.05
3,2702,3.5,1.08
3,2716,3.0,1.01
3,2762,3.5,1.13
3,2841,4.0,1.1
3,2858,4.0,1.14
3,2959,5.0,1.06
3,3243,3.0,1.05
3,3510,4.0,1.08
3,3949,5.0,1.08
3,5349,3.0,1.01
3,5669,3.5,1.07
3,6377,3.0,1.03
3,7153,2.5,1.09
3,7361,3.0,1.15
3,8622,3.5,1.07
3,8636,3.0,1.11
3,27369,3.5,1.05
3,44191,3.5,1.16
3,48783,4.5,1.17
3,50068,4.5,1.17
3,58559,3.0,1.11
3,84236,4.0,1.07
4,10,4.0,1.16
4,34,5.0,1.04
4,112,5.0,1.06
4,141,5.0,1.05
4,153,4.0,1.02
4,173,3.0,1.15
4,185,3.0,1.16
4,260,5.0,1.15
4,289,4.0,1.05
4,296,5.0,1.16
4,329,3.0,1.15
4,349,5.0,1.16
4,356,5.0,1.14
4,357,5.0,1.05
4,364,5.0,1.12
4,367,4.0,1.09
4,380,3.0,1.02
4,410,3.0,1.04
4,431,3.0,1.06
4,434,4.0,1.01
4,435,1.0,1.15
4,440,4.0,1.05
4,442,4.0,1.15
4,464,4.0,1.01
4,480,5.0,1.16
4,541,5.0,1.01
4,588,5.0,1.02
4,589,5.0,1.15
4,590,3.0,1.18
4,594,5.0,1.03
4,596,5.0,1.04
4,610,4.0,1.1
4,616,5.0,1.03
4,858,5.0,1.06
4,903,5.0,1.16
4,910,4.0,1.06
4,913,5.0,1.13
4,919,5.0,1.02
4,1011,4.0,1.04
4,1016,4.0,1.04
4,1022,5.0,1.03
4,1028,5.0,1.04
4,1030,5.0,1.12
4,1031,5.0,1.02
4,1032,5.0,1.02
4,1033,5.0,1.03
4,1036,5.0,1.01
4,1073,5.0,1.04
4,1079,5.0,1.05
4,1089,5.0,1.06
4,1097,5.0,1.04
4,1125,5.0,1.05
4,1127,5.0,1.15
4,1136,5.0,1.02
4,1194,5.0,1.05
4,1196,5.0,1.15
4,1197,5.0,1.09
4,1198,5.0,1.01
4,1200,5.0,1.15
4,1206,5.0,1.06
4,1208,5.0,1.17
4,1210,5.0,1.02
4,1213,5.0,1.06
4,1214,5.0,1.15
4,1219,5.0,1.06
4,1220,5.0,1.12
4,1222,5.0,1.17
4,1225,5.0,1.08
4,1230,5.0,1.14
4,1240,5.0,1.15
4,1243,5.0,1.05
4,1257,5.0,1.14
4,1258,5.0,1.1
4,1259,4.0,1.02
4,1265,5.0,1.09
4,1270,5.0,1.15
4,1278,5.0,1.09
4,1282,5.0,1.04
4,1285,4.0,1.05
4,1288,5.0,1.05
4,1291,5.0,1.02
4,1298,4.0,1.12
4,1307,4.0,1.05
4,1332,4.0,1.1
4,1334,5.0,1.15
4,1344,5.0,1.16
4,1356,4.0,1.15
4,1371,4.0,1.02
4,1372,3.0,1.13
4,1374,4.0,1.02
4,1376,3.0,1.15
4,1377,3.0,1.06
4,1380,5.0,1.14
4,1387,5.0,1.1
4,1388,4.0,1.1
4,1396,5.0,1.15
4,1544,3.0,1.16
4,1580,5.0,1.05
4,1663,4.0,1.17
4,1674,5.0,1.16
4,1805,1.0,1.08
4,1858,5.0,1.01
4,1917,4.0,1.01
4,1918,2.0,1.16
4,1953,5.0,1.06
4,1954,5.0,1.08
4,1961,5.0,1.08
4,1967,3.0,1.12
4,1968,5.0,1.08
4,1994,5.0,1.1
4,2000,5.0,1.06
4,2002,3.0,1.01
4,2003,2.0,1.1
4,2005,5.0,1.09
4,2014,4.0,1.04
4,2018,5.0,1.03
4,2020,4.0,1.14
4,2021,4.0,1.15
4,2033,4.0,1.04
4,2034,4.0,1.15
4,2046,5.0,1.15
4,2054,3.0,1.04
4,2064,5.0,1.07
4,2078,5.0,1.12
4,2080,5.0,1.03
4,2081,4.0,1.14
4,2085,5.0,1.02
4,2086,5.0,1.09
4,2087,5.0,1.12
4,2091,5.0,1.04
4,2094,4.0,1.02
4,2096,5.0,1.03
4,2100,5.0,1.14
4,2102,5.0,1.03
4,2105,4.0,1.15
4,2109,5.0,1.05
4,2110,3.0,1.16
4,2114,5.0,1.08
4,2115,5.0,1.02
4,2124,4.0,1.09
4,2140,5.0,1.02
4,2141,4.0,1.03
4,2143,4.0,1.14
4,2144,5.0,1.05
4,2161,5.0,1.02
4,2174,5.0,1.05
4,2193,3.0,1.01
4,2194,5.0,1.01
4,2248,4.0,1.05
4,2263,3.0,1.16
4,2268,5.0,1.06
4,2289,5.0,1.05
4,2348,4.0,1.08
4,2371,4.0,1.13
4,2403,4.0,1.01
4,2406,5.0,1.14
4,2409,4.0,1.08
4,2454,5.0,1.1
4,2467,5.0,1.13
4,2551,4.0,1.16
4,2616,1.0,1.06
4,2628,5.0,1.15
4,2640,5.0,1.02
4,2659,3.0,1.07
4,2683,4.0,1.01
4,2699,4.0,1.1
4,2716,5.0,1.15
4,2723,5.0,1.01
4,2734,4.0,1.16
4,2770,1.0,1.05
4,2788,5.0,1.05
4,2791,5.0,1.05
4,2795,4.0,1.05
4,2797,5.0,1.08
4,2804,5.0,1.04
4,2822,3.0,1.14
4,2867,3.0,1.05
4,2872,5.0,1.02
4,2877,5.0,1.12
4,2902,2.0,1.16
4,2903,1.0,1.1
4,2916,4.0,1.01
4,2918,5.0,1.05
4,2968,5.0,1.15
4,2986,3.0,1.01
4,2987,5.0,1.13
4,2991,5.0,1.02
4,3016,3.0,1.1
4,3034,5.0,1.12
4,3039,4.0,1.05
4,3040,5.0,1.05
4,3060,5.0,1.12
4,3071,4.0,1.05
4,3101,4.0,1.08
4,3104,4.0,1.06
4,3108,5.0,1.09
4,3169,4.0,1.16
4,3208,2.0,1.01
4,3210,4.0,1.14
4,3251,5.0,1.13
4,3255,4.0,1.05
4,3263,3.0,1.08
4,3265,5.0,1.06
4,4006,2.0,1.15
5,3,4.0,1.14
5,39,4.0,1.05
5,104,4.0,1.05
5,141,4.0,1.05
5,150,4.0,1.11
5,231,3.5,1.02
5,277,4.5,1.08
5,344,3.5,1.05
5,356,4.0,1.17
5,364,4.0,1.02
5,367,4.0,1.06
5,377,4.0,1.01
5,440,4.0,1.14
5,500,4.5,1.05
5,586,4.0,1.04
5,588,3.5,1.02
5,595,4.0,1.11
5,597,5.0,1.14
5,788,3.5,1.15
5,858,2.5,1.08
5,903,3.5,1.16
5,919,4.0,1.04
5,1022,4.0,1.09
5,1035,5.0,1.12
5,1193,3.0,1.08
5,1221,2.5,1.06
5,1247,4.0,1.05
5,1307,4.0,1.05
5,1380,5.0,1.12
5,1393,3.5,1.14
5,1485,4.5,1.05
5,1544,3.5,1.16
5,1682,4.0,1.15
5,1721,4.0,1.08
5,1777,4.0,1.14
5,1784,4.5,1.05
5,1923,4.5,1.14
5,1961,4.0,1.08
5,1968,4.0,1.05
5,1997,3.5,1.1
5,2023,1.5,1.08
5,2081,5.0,1.12
5,2273,4.0,1.16
5,2294,4.0,1.02
5,2355,3.5,1.03
5,2424,4.0,1.14
5,2502,3.5,1.06
5,2683,4.0,1.01
5,2694,4.5,1.05
5,2706,4.0,1.05
5,2762,3.5,1.13
5,2770,3.5,1.05
5,2918,3.5,1.05
5,2997,3.5,1.09
5,3114,3.5,1.04
5,3176,3.5,1.13
5,3408,4.0,1.08
5,3753,3.5,1.17
5,3897,4.5,1.08
5,3948,3.5,1.05
5,4014,4.0,1.14
5,4018,4.0,1.05
5,4022,3.5,1.08
5,4025,4.5,1.05
5,4306,3.5,1.03
5,4308,3.5,1.12
5,4447,4.5,1.05
5,4718,3.5,1.05
5,4963,3.0,1.06
5,4995,4.5,1.14
5,5266,3.5,1.16
5,5299,4.5,1.05
5,5349,4.5,1.01
5,5464,4.0,1.06
5,5669,3.5,1.07
5,5679,4.5,1.1
5,5816,3.0,1.09
5,5995,4.0,1.17
5,6218,3.5,1.14
5,6373,4.0,1.05
5,6377,4.0,1.04
5,6502,4.0,1.1
5,6711,2.5,1.08
5,6942,4.0,1.14
5,8376,4.0,1.05
5,8464,4.0,1.07
5,8622,3.5,1.07
5,8636,4.5,1.15
5,8644,4.0,1.01
5,30707,4.5,1.08
5,30749,4.5,1.17
5,30793,3.5,1.11
5,33166,5.0,1.06
5,33679,4.0,1.01
5,34162,4.5,1.14
5,35836,4.0,1.05
5,40819,4.5,1.08
5,41566,4.0,1.02
5,41569,4.0,1.09
5,48385,4.5,1.05
6,111,4.0,1.06
6,158,2.0,1.02
6,173,2.0,1.06
6,293,5.0,1.01
6,596,4.0,1.03
6,903,4.0,1.13
6,1204,5.0,1.02
6,1250,4.5,1.17
6,1259,4.5,1.08
6,1276,4.5,1.08
6,1285,4.5,1.05
6,1358,2.0,1.08
6,1639,2.0,1.14
6,1687,2.0,1.16
6,1747,2.0,1.05
6,1876,0.5,1.16
6,1909,3.0,1.01
6,2001,3.0,1.01
6,2019,4.0,1.02
6,2072,4.0,1.05
6,2174,4.0,1.05
6,2502,3.5,1.06
6,2528,3.0,1.15
6,2529,4.0,1.01
6,2571,1.0,1.16
6,2657,2.0,1.1
6,2692,4.0,1.06
6,2723,3.0,1.01
6,2761,4.5,1.15
6,2890,3.0,1.17
6,3052,1.0,1.09
6,3114,4.0,1.02
6,3300,3.5,1.1
6,3751,1.5,1.03
6,4641,1.5,1.05
6,4975,1.5,1.13
6,5952,5.0,1.02
6,7090,3.0,1.02
6,7153,5.0,1.01
6,7361,4.0,1.14
6,8368,3.5,1.09
6,8636,4.0,1.11
6,8784,3.0,1.14
6,8874,4.5,1.05
7,1,3.0,1.02
7,10,3.0,1.01
7,21,3.0,1.05
7,31,3.0,1.08
7,34,4.0,1.04
